image_name,Annotator 1,Annotator 2,Annotator 3,Final labelling
MAMN (1971).jpg,neutral,neutral,neutral,neutral
apple (2).jpg,positive,positive,positive,positive
KAMM(28).jpg,negative,negative,negative,negative
MAMN (1148).jpg,neutral,neutral,neutral,neutral
violance (31).jpg,negative,negative,negative,negative
KAM(360).jpg,positive,positive,positive,positive
KAM (19).jpg,positive,positive,positive,positive
MAMN (957).jpg,neutral,neutral,neutral,neutral
osage (346).jpg,negative,negative,negative,negative
KAM(28).jpg,positive,positive,positive,positive
yellow (514).jpg,negative,negative,negative,negative
KAM (720).jpg,positive,positive,positive,positive
grape (222).jpg,negative,negative,negative,negative
KAM(624).jpg,positive,positive,positive,positive
KAM (313).jpg,negative,negative,negative,negative
MAMN (790).jpg,neutral,neutral,neutral,neutral
grape (87).jpg,neutral,neutral,neutral,neutral
MAMN (869).jpg,neutral,neutral,neutral,neutral
avocados (146).jpg,negative,negative,negative,negative
osage (42).jpg,negative,negative,negative,negative
KAM (145).jpg,negative,negative,negative,negative
KAM(422).jpg,negative,negative,negative,negative
MAMN (974).jpg,neutral,neutral,neutral,neutral
KAM (524).jpg,positive,positive,positive,positive
KAM(17).png,positive,positive,positive,positive
MAMN (1274).jpg,neutral,neutral,neutral,neutral
KAM(193).png,negative,negative,negative,negative
KAM (40).jpg,positive,positive,positive,positive
MAMN (1051).jpg,neutral,neutral,neutral,neutral
KAM(469).jpg,positive,positive,positive,positive
kiwi (333).jpg,neutral,neutral,neutral,neutral
KAM(955).jpg,positive,positive,positive,positive
peach (98).jpg,negative,negative,negative,negative
KAM(1117).jpg,positive,positive,positive,positive
MAMN (975).jpg,neutral,neutral,neutral,neutral
MAMN (1119).jpg,neutral,neutral,neutral,neutral
kiwi (238).jpg,negative,negative,negative,negative
KAM(1204).jpg,positive,positive,positive,positive
KAM(706).jpg,positive,positive,positive,positive
MAMN (465).jpg,neutral,neutral,neutral,neutral
KAM(1317).jpg,positive,positive,positive,positive
KAM (52).png,positive,positive,positive,positive
KAM(784).jpg,positive,positive,positive,positive
MAMN (1734).jpg,neutral,neutral,neutral,neutral
dirty (38).jpg,negative,negative,negative,negative
avocados (549).jpg,negative,negative,negative,negative
yellow (406).jpg,negative,negative,negative,negative
KAM (76).png,positive,positive,positive,positive
KAM (49).png,negative,negative,negative,negative
avocados (147).jpg,negative,negative,negative,negative
grape (175).jpg,neutral,neutral,neutral,neutral
KAM(823).jpg,positive,positive,positive,positive
MAMN (616).jpg,neutral,neutral,neutral,neutral
MAMN (1474).jpg,neutral,neutral,neutral,neutral
MAMN (1587).jpg,negative,neutral,neutral,neutral
MAMN (1667).jpg,neutral,neutral,neutral,neutral
apple (166).jpg,positive,positive,positive,positive
MAMN (966).jpg,neutral,neutral,neutral,neutral
KAM(1034)(1).jpg,negative,negative,negative,negative
peach (181).jpg,negative,negative,negative,negative
KAM(711).jpg,positive,positive,positive,positive
avocados (66).jpg,negative,negative,negative,negative
MAMN (13).png,neutral,neutral,neutral,neutral
avocados (464).jpg,negative,negative,negative,negative
KAM(1215).jpg,positive,positive,positive,positive
MAMN (1966).jpg,neutral,neutral,neutral,neutral
yellow (337).jpg,negative,negative,negative,negative
kiwi (7).jpg,negative,negative,negative,negative
grape (51).jpg,negative,negative,negative,negative
KAM(110).jpg,negative,negative,negative,negative
MAMN (357).jpg,neutral,neutral,neutral,neutral
papaya (55).jpg,negative,negative,negative,negative
KAM (474).jpg,positive,positive,positive,positive
KAM (445).jpg,positive,positive,positive,positive
apple (180).jpg,neutral,neutral,neutral,neutral
avocados (610).jpg,negative,negative,negative,negative
KAM (65).png,positive,positive,positive,positive
KAM (99).jpg,positive,positive,positive,positive
KAM(200).jpg,positive,positive,positive,positive
avocados (371).jpg,neutral,neutral,neutral,neutral
KAM(191).jpg,positive,positive,positive,positive
yellow (359).jpg,positive,positive,positive,positive
KAM (571).jpg,positive,positive,positive,positive
KAM(1286).jpg,negative,negative,negative,negative
yellow (63).jpg,negative,negative,positive,negative
grape (269).jpg,neutral,negative,negative,negative
KAM(760).jpg,negative,negative,negative,negative
KAM(883).jpg,positive,positive,positive,positive
MAMN (35).png,neutral,neutral,neutral,neutral
kiwi (229).jpg,negative,negative,negative,negative
apple (102).jpg,positive,positive,positive,positive
KAM (783).jpg,positive,positive,positive,positive
KAM (9).jpg,positive,positive,negative,positive
KAM(590).jpg,negative,negative,negative,negative
papaya (105).jpg,negative,negative,negative,negative
KAM(742).jpg,positive,positive,positive,positive
KAM(278).jpg,negative,negative,negative,negative
kiwi (320).jpg,negative,negative,negative,negative
grape (327).jpg,neutral,neutral,neutral,neutral
KAM(851).jpg,positive,positive,positive,positive
KAM(899).jpg,positive,positive,positive,positive
KAM(1058).jpg,negative,negative,negative,negative
avocados (99).jpg,negative,negative,positive,negative
avocados (302).jpg,positive,negative,negative,negative
avocados (161).jpg,negative,negative,negative,negative
avocados (447).jpg,negative,negative,negative,negative
avocados (636).jpg,neutral,neutral,neutral,neutral
MAMN (592).jpg,neutral,neutral,neutral,neutral
KAM(1295).jpg,negative,negative,negative,negative
MAMN (1724).jpg,neutral,neutral,neutral,neutral
KAM (184).png,positive,positive,positive,positive
KAM (614).jpg,positive,positive,positive,positive
MAMN (1884).jpg,neutral,neutral,neutral,neutral
KAM(949).jpg,positive,positive,positive,positive
papaya (139).jpg,positive,neutral,positive,positive
KAM (259).jpg,positive,positive,positive,positive
MAMN (1158).jpg,neutral,neutral,neutral,neutral
KAM(856).jpg,positive,positive,positive,positive
yellow (470).jpg,negative,negative,negative,negative
MAMN (1826).jpg,neutral,neutral,neutral,neutral
avocados (5).jpg,negative,negative,negative,negative
osage (43).jpg,negative,negative,negative,negative
avocados (538).jpg,negative,negative,negative,negative
KAM(828).jpg,positive,positive,positive,positive
apple (134).jpg,negative,negative,negative,negative
KAM(61).png,positive,positive,positive,positive
osage (411).jpg,positive,negative,negative,negative
violance (57).jpg,negative,negative,negative,negative
avocados (476).jpg,negative,neutral,negative,negative
KAM(285).jpg,negative,negative,negative,negative
avocados (314).jpg,neutral,neutral,neutral,neutral
papaya (58).jpg,neutral,neutral,neutral,neutral
MAMN (1470).jpg,neutral,neutral,neutral,neutral
KAM (551).jpg,positive,positive,positive,positive
KAM(247).jpg,positive,positive,positive,positive
violance (67).jpg,negative,negative,negative,negative
KAM (275).jpg,positive,positive,positive,positive
avocados (441).jpg,negative,negative,negative,negative
MAMN (1137).jpg,neutral,neutral,neutral,neutral
MAMN (1686).jpg,neutral,neutral,neutral,neutral
yellow (274).jpg,negative,negative,negative,negative
KAM (763).jpg,positive,positive,positive,positive
yellow (334).jpg,negative,negative,negative,negative
avocados (724).jpg,negative,negative,negative,negative
KAM(1335).jpg,positive,positive,positive,positive
yellow (6).jpg,negative,negative,negative,negative
MAMN (732).jpg,neutral,neutral,neutral,neutral
KAM(1080).jpg,positive,positive,positive,positive
KAM(1334).jpg,positive,positive,positive,positive
MAMN (860).jpg,neutral,neutral,neutral,neutral
KAM(349).jpg,positive,positive,positive,positive
avocados (283).jpg,negative,negative,negative,negative
avocados (598).jpg,negative,negative,positive,negative
yellow (44).jpg,negative,negative,negative,negative
kiwi (292).jpg,negative,positive,negative,negative
avocados (402).jpg,negative,negative,negative,negative
avocados (137).jpg,negative,negative,neutral,negative
KAM(75).jpg,positive,positive,positive,positive
avocados (112).jpg,negative,negative,negative,negative
KAM (484).jpg,positive,positive,positive,positive
yellow (538).jpg,negative,negative,negative,negative
KAM(709).jpg,negative,negative,negative,negative
grape (162).jpg,neutral,neutral,neutral,neutral
grape (193).jpg,negative,negative,negative,negative
MAMN (913).jpg,neutral,neutral,neutral,neutral
KAM (414).jpg,negative,negative,negative,negative
MAMN (1927).jpg,neutral,neutral,neutral,neutral
MAMN (968).jpg,neutral,neutral,neutral,neutral
grape (11).jpg,positive,positive,positive,positive
MAMN (39).png,neutral,neutral,neutral,neutral
MAMN (525).jpg,neutral,neutral,neutral,neutral
KAM(831).jpg,positive,positive,positive,positive
peach (41).jpg,positive,positive,positive,positive
KAM(411).jpg,positive,positive,positive,positive
avocados (597).jpg,negative,negative,negative,negative
KAM (357).jpg,positive,positive,positive,positive
MAMN (1536).jpg,neutral,neutral,neutral,neutral
KAM(572).jpg,positive,positive,positive,positive
KAM(1291).jpg,positive,positive,positive,positive
yellow (142).jpg,negative,negative,negative,negative
MAMN (909).jpg,neutral,neutral,neutral,neutral
avocados (324).jpg,positive,positive,positive,positive
KAM(1248).jpg,positive,positive,positive,positive
avocados (792).jpg,negative,negative,negative,negative
MAMN (1684).jpg,neutral,neutral,neutral,neutral
peach (4).jpg,negative,negative,negative,negative
MAMN (439).jpg,neutral,neutral,neutral,neutral
KAM (283).jpg,positive,positive,positive,positive
KAM (655).jpg,positive,positive,positive,positive
kiwi (305).jpg,negative,negative,negative,negative
peach (76).jpg,positive,positive,positive,positive
peach (110).jpg,positive,negative,negative,negative
osage (405).jpg,negative,neutral,negative,negative
avocados (347).jpg,negative,negative,negative,negative
osage (145).jpg,negative,negative,neutral,negative
KAM(976).jpg,positive,positive,positive,positive
MAMN (514).jpg,neutral,neutral,neutral,neutral
KAM (95).png,positive,positive,positive,positive
KAM (449).jpg,positive,positive,positive,positive
yellow (11).jpg,negative,negative,negative,negative
KAM (79).jpg,positive,positive,positive,positive
grape (199).jpg,positive,positive,positive,positive
MAMN (866).jpg,neutral,neutral,neutral,neutral
KAM(418).jpg,negative,negative,negative,negative
dirty (41).jpg,negative,negative,negative,negative
yellow (448).jpg,negative,negative,negative,negative
MAMN (1821).jpg,neutral,neutral,neutral,neutral
KAM(775).jpg,negative,negative,negative,negative
KAM(1265).jpg,negative,negative,negative,negative
KAM(604).jpg,positive,positive,positive,positive
MAMN (1954).jpg,neutral,neutral,neutral,neutral
MAMN (1164).jpg,neutral,neutral,neutral,neutral
KAM (179).png,positive,positive,positive,positive
MAMN (580).jpg,neutral,neutral,neutral,neutral
yellow (339).jpg,negative,negative,negative,negative
MAMN (1526).jpg,neutral,neutral,neutral,neutral
dirty (49).jpg,negative,negative,negative,negative
KAM(1225).jpg,positive,positive,positive,positive
MAMN (636).jpg,neutral,neutral,neutral,neutral
KAM(1145).jpg,positive,positive,positive,positive
meme111.jpeg,negative,negative,negative,negative
avocados (591).jpg,negative,negative,negative,negative
MAMN (796).jpg,neutral,neutral,neutral,neutral
KAM(996).jpg,negative,negative,negative,negative
avocados (763).jpg,negative,negative,negative,negative
KAM(58).png,positive,positive,positive,positive
KAM(891).jpg,positive,positive,positive,positive
avocados (659).jpg,negative,negative,negative,negative
grape (278).jpg,negative,negative,negative,negative
KAM(34).jpg,positive,positive,positive,positive
avocados (710).jpg,negative,negative,negative,negative
MAMN (839).jpg,neutral,neutral,neutral,neutral
avocados (188).jpg,negative,negative,negative,negative
MAMN (719).jpg,neutral,neutral,neutral,neutral
kiwi (323).jpg,neutral,neutral,neutral,neutral
KAM(725).jpg,negative,negative,negative,negative
KAM (548).jpg,negative,negative,negative,negative
MAMN (1460).jpg,neutral,neutral,neutral,neutral
KAM(1347).jpg,positive,positive,positive,positive
MAMN (1504).jpg,neutral,neutral,neutral,neutral
KAM(995).jpg,negative,negative,negative,negative
KAM(1316).jpg,negative,positive,positive,positive
cherry (39).jpg,positive,neutral,positive,positive
KAM (240).jpg,positive,positive,positive,positive
KAM (289).jpg,positive,positive,negative,positive
KAM (7).png,negative,negative,negative,negative
MAMN (1537).jpg,neutral,neutral,neutral,neutral
dirty (21).jpg,negative,negative,negative,negative
KAM (290).jpg,negative,negative,negative,negative
MAMN (1891).jpg,neutral,neutral,neutral,neutral
KAM(1165).jpg,positive,positive,positive,positive
avocados (282).jpg,negative,negative,negative,negative
KAM(1169).jpg,positive,positive,positive,positive
osage (20).jpg,negative,negative,negative,negative
MAMN (45).png,neutral,neutral,neutral,neutral
avocados (359).jpg,negative,negative,negative,negative
KAM (503).jpg,positive,positive,positive,positive
osage (38).jpg,negative,negative,negative,negative
kiwi (163).jpg,negative,negative,negative,negative
kiwi (65).jpg,negative,negative,negative,negative
MAMN (621).jpg,neutral,neutral,neutral,neutral
MAMN (1495).jpg,neutral,neutral,neutral,neutral
KAM(380).jpg,positive,positive,positive,positive
grape (109).jpg,negative,negative,negative,negative
KAM(14).jpg,positive,positive,positive,positive
avocados (631).jpg,negative,negative,negative,negative
KAM(59).png,positive,positive,positive,positive
KAM (149).jpg,positive,positive,positive,positive
meme13.jpg,negative,negative,negative,negative
KAM(203).jpg,negative,negative,negative,negative
KAM(1344).jpg,negative,negative,negative,negative
MAMN (563).jpg,neutral,neutral,neutral,neutral
avocados (86).jpg,negative,negative,negative,negative
peach (103).jpg,negative,negative,negative,negative
kiwi (299).jpg,negative,negative,negative,negative
MAMN (1520).jpg,neutral,neutral,neutral,neutral
apple (228).jpg,positive,positive,positive,positive
osage (106).jpg,negative,negative,negative,negative
avocados (477).jpg,negative,negative,negative,negative
osage (413).jpg,neutral,negative,negative,negative
grape (182).jpg,negative,positive,negative,negative
KAM(1282).jpg,positive,positive,positive,positive
KAM(1157).jpg,positive,positive,positive,positive
KAM(1263).jpg,positive,positive,positive,positive
avocados (375).jpg,negative,negative,negative,negative
MAMN (940).jpg,neutral,neutral,neutral,neutral
MAMN (48).png,neutral,neutral,neutral,neutral
MAMN (683).jpg,neutral,neutral,neutral,neutral
KAM (358).jpg,positive,positive,positive,positive
MAMN (1543).jpg,neutral,neutral,neutral,neutral
MAMN (1264).jpg,neutral,neutral,neutral,neutral
MAMN (973).jpg,neutral,neutral,neutral,neutral
MAMN (937).jpg,neutral,positive,neutral,neutral
MAMN (1807).jpg,neutral,neutral,neutral,neutral
MAMN (1867).jpg,neutral,neutral,positive,neutral
osage (399).jpg,negative,negative,negative,negative
apple (115).jpg,positive,positive,positive,positive
avocados (809).jpg,negative,negative,negative,negative
MAMN (1487).jpg,neutral,neutral,neutral,neutral
MAMN (960).jpg,neutral,neutral,neutral,neutral
MAMN (925).jpg,neutral,neutral,neutral,neutral
yellow (228).jpg,negative,negative,negative,negative
KAM(536).jpg,positive,positive,positive,positive
MAMN (1915).jpg,neutral,neutral,neutral,neutral
yellow (352).jpg,negative,negative,negative,negative
kiwi (161).jpg,negative,negative,negative,negative
KAM(653).jpg,positive,positive,positive,positive
dirty (107).jpg,neutral,neutral,neutral,neutral
yellow (494).jpg,negative,negative,negative,negative
KAM (247).jpg,positive,positive,positive,positive
osage (192).jpg,negative,negative,negative,negative
MAMN (1448).jpg,neutral,neutral,neutral,neutral
MAMN (927).jpg,neutral,neutral,neutral,neutral
MAMN (821).jpg,neutral,neutral,neutral,neutral
avocados (374).jpg,negative,negative,negative,negative
meme77.jpg,negative,negative,neutral,negative
KAM(1283).jpg,negative,neutral,negative,negative
KAM(1207).jpg,positive,negative,negative,negative
MAMN (726).jpg,neutral,neutral,neutral,neutral
MAMN (572).jpg,neutral,neutral,neutral,neutral
osage (124).jpg,negative,negative,negative,negative
KAM(104).jpg,positive,positive,positive,positive
MAMN (1835).jpg,neutral,neutral,neutral,neutral
kiwi (159).jpg,negative,negative,negative,negative
KAM(558).jpg,positive,positive,positive,positive
MAMN (1771).jpg,neutral,neutral,neutral,neutral
MAMN (1407).jpg,neutral,neutral,neutral,neutral
MAMN (612).jpg,neutral,neutral,neutral,neutral
KAM(1055).jpg,positive,positive,positive,positive
yellow (421).jpg,positive,positive,positive,positive
MAMN (2065).jpg,neutral,neutral,neutral,neutral
KAM(641).jpg,negative,negative,negative,negative
osage (335).jpg,negative,negative,negative,negative
KAM(1249).jpg,positive,positive,positive,positive
KAM(305).jpg,positive,positive,positive,positive
KAM(174).png,negative,negative,negative,negative
MAMN (1084).jpg,neutral,neutral,neutral,neutral
MAMN (2025).jpg,neutral,neutral,neutral,neutral
apple (114).jpg,negative,negative,negative,negative
KAM (10).png,positive,positive,positive,positive
KAM(690).jpg,negative,negative,negative,negative
KAM(210).png,positive,positive,positive,positive
MAMN (949).jpg,neutral,neutral,neutral,neutral
peach (137).jpg,negative,negative,negative,negative
KAM (35).jpg,negative,negative,negative,negative
MAMN (1643).jpg,neutral,neutral,neutral,neutral
KAM(699).jpg,positive,positive,positive,positive
MAMN (1868).jpg,neutral,neutral,neutral,neutral
meme92.jpg,negative,negative,negative,negative
KAM(814).jpg,positive,positive,positive,positive
peach (114).jpg,positive,positive,positive,positive
KAM(818).jpg,positive,positive,positive,positive
KAM(89).png,negative,negative,negative,negative
KAM(168).png,negative,negative,negative,negative
KAM(43).jpg,negative,negative,negative,negative
KAM(240).jpg,positive,positive,positive,positive
papaya (124).jpg,negative,negative,negative,negative
KAM(31).png,positive,positive,positive,positive
papaya (91).jpg,negative,negative,negative,negative
avocados (445).jpg,negative,negative,negative,negative
KAM(401).jpg,positive,positive,positive,positive
avocados (564).jpg,negative,negative,negative,negative
avocados (505).jpg,negative,negative,negative,negative
KAM (39).jpg,positive,positive,positive,positive
MAMN (1314).jpg,neutral,neutral,neutral,neutral
cherry (50).jpg,neutral,neutral,neutral,neutral
grape (171).jpg,negative,negative,negative,negative
MAMN (1231).jpg,neutral,neutral,neutral,neutral
KAM(933).jpg,positive,positive,positive,positive
KAM(238).png,positive,positive,positive,positive
apple (59).jpg,negative,negative,negative,negative
KAM(11).png,positive,positive,positive,positive
peach (123).jpg,negative,negative,negative,negative
MAMN (1551).jpg,neutral,neutral,neutral,neutral
KAM(229).png,positive,negative,positive,positive
MAMN (1778).jpg,neutral,neutral,neutral,neutral
KAM(732).jpg,positive,positive,positive,positive
peach (149).jpg,positive,positive,positive,positive
kiwi (173).jpg,negative,negative,negative,negative
peach (68).jpg,negative,negative,negative,negative
KAM (71).jpg,negative,negative,negative,negative
MAMN (618).jpg,neutral,neutral,neutral,neutral
kiwi (257).jpg,negative,negative,negative,negative
MAMN (2054).jpg,neutral,neutral,neutral,neutral
KAM(62).png,positive,positive,positive,positive
avocados (492).jpg,negative,negative,negative,negative
KAM(1075).jpg,positive,positive,positive,positive
MAMN (859).jpg,neutral,neutral,neutral,neutral
KAM (88).jpg,positive,positive,positive,positive
MAMN (664).jpg,neutral,neutral,neutral,neutral
yellow (438).jpg,negative,negative,negative,negative
osage (137).jpg,negative,positive,negative,negative
avocados (688).jpg,neutral,neutral,neutral,neutral
grape (75).jpg,negative,negative,negative,negative
MAMN (1924).jpg,neutral,neutral,neutral,neutral
KAM(243).jpg,positive,positive,positive,positive
KAM(1138).jpg,positive,positive,positive,positive
MAMN (663).jpg,neutral,neutral,neutral,neutral
yellow (202).jpg,negative,negative,negative,negative
MAMN (1079).jpg,neutral,neutral,neutral,neutral
peach (195).jpg,negative,negative,negative,negative
KAM(277).jpg,positive,positive,positive,positive
KAM (272).jpg,positive,positive,positive,positive
dirty (108).jpg,negative,negative,negative,negative
avocados (670).jpg,negative,negative,negative,negative
avocados (432).jpg,negative,negative,negative,negative
KAM (28).png,neutral,neutral,neutral,neutral
avocados (90).jpg,positive,positive,positive,positive
KAM (241).jpg,positive,positive,positive,positive
KAM(535).jpg,positive,negative,positive,positive
KAM (33).jpg,positive,positive,positive,positive
KAM (369).jpg,negative,positive,positive,positive
cherry (38).jpg,positive,positive,positive,positive
KAM (269).jpg,positive,positive,positive,positive
KAM (24).png,positive,negative,positive,positive
KAM(198).png,negative,negative,negative,negative
MAMN (570).jpg,neutral,neutral,neutral,neutral
KAM (377).jpg,positive,positive,positive,positive
KAM(866).jpg,positive,positive,positive,positive
MAMN (1894).jpg,neutral,neutral,neutral,neutral
KAM (426).jpg,positive,positive,positive,positive
grape (321).jpg,neutral,positive,negative,positive
KAM(523).jpg,positive,positive,positive,positive
MAMN (1269).jpg,neutral,neutral,neutral,neutral
osage (252).jpg,negative,negative,negative,negative
KAM(288).jpg,positive,positive,positive,positive
KAM (84).jpg,positive,positive,positive,positive
MAMN (694).jpg,neutral,neutral,neutral,neutral
KAM (724).jpg,positive,positive,positive,positive
osage (284).jpg,negative,negative,negative,negative
KAM(54).png,positive,positive,positive,positive
KAM (185).png,positive,positive,positive,positive
KAM (219).png,positive,positive,positive,positive
MAMN (1833).jpg,neutral,neutral,neutral,neutral
MAMN (424).jpg,neutral,positive,neutral,neutral
MAMN (1397).jpg,neutral,neutral,neutral,neutral
avocados (317).jpg,negative,negative,negative,negative
MAMN (2086).jpg,neutral,neutral,neutral,neutral
MAMN (829).jpg,neutral,neutral,neutral,neutral
avocados (98).jpg,negative,negative,negative,negative
MAMN (687).jpg,neutral,neutral,neutral,neutral
KAM(266).jpg,positive,positive,positive,positive
MAMN (771).jpg,neutral,neutral,neutral,neutral
KAM(780).jpg,positive,positive,positive,positive
KAM (794).jpg,positive,negative,positive,positive
KAM(479).jpg,positive,positive,positive,positive
MAMN (1503).jpg,positive,neutral,neutral,neutral
MAMN (2099).jpg,neutral,neutral,neutral,neutral
MAMN (1863).jpg,neutral,positive,negative,neutral
MAMN (1071).jpg,neutral,neutral,neutral,neutral
yellow (416).jpg,negative,negative,negative,negative
avocados (256).jpg,negative,negative,negative,negative
KAM(696).jpg,positive,positive,positive,positive
grape (308).jpg,negative,negative,negative,negative
osage (98).jpg,negative,negative,negative,negative
MAMN (1664).jpg,neutral,neutral,neutral,neutral
MAMN (1706).jpg,neutral,neutral,neutral,neutral
KAM(499).jpg,positive,positive,positive,positive
kiwi (242).jpg,negative,negative,negative,negative
peach (3).jpg,negative,negative,negative,negative
KAM (359).jpg,positive,positive,positive,positive
papaya (117).jpg,negative,negative,negative,negative
MAMN (1296).jpg,neutral,neutral,neutral,neutral
yellow (58).jpg,negative,negative,negative,negative
KAM(178).png,negative,negative,negative,negative
grape (79).jpg,neutral,neutral,neutral,neutral
avocados (366).jpg,negative,negative,negative,negative
MAMN (1005).jpg,neutral,neutral,neutral,neutral
meme74.jpg,negative,negative,negative,negative
avocados (605).jpg,positive,positive,positive,positive
papaya (62).jpg,negative,negative,negative,negative
grape (330).jpg,neutral,neutral,neutral,neutral
KAM(612).jpg,negative,negative,negative,negative
avocados (805).jpg,negative,negative,negative,negative
papaya (31).jpg,positive,positive,positive,positive
KAM(1218).jpg,positive,positive,positive,positive
grape (324).jpg,negative,negative,negative,negative
grape (241).jpg,negative,negative,negative,negative
avocados (585).jpg,negative,positive,negative,negative
meme114.jpeg,negative,negative,negative,negative
KAM(85).jpg,positive,positive,positive,positive
papaya (84).jpg,negative,negative,negative,negative
MAMN (1234).jpg,neutral,neutral,neutral,neutral
MAMN (766).jpg,neutral,neutral,neutral,neutral
dirty (26).jpg,negative,negative,negative,negative
kiwi (86).jpg,negative,negative,negative,negative
grape (9).jpg,neutral,neutral,neutral,neutral
KAM(483).jpg,negative,negative,negative,negative
KAM(74).jpg,positive,positive,positive,positive
grape (180).jpg,positive,positive,positive,positive
grape (272).jpg,negative,negative,negative,negative
MAMN (1523).jpg,neutral,neutral,neutral,neutral
KAM (23).png,neutral,neutral,neutral,neutral
KAM(527).jpg,negative,negative,negative,negative
KAM(456).jpg,positive,positive,positive,positive
apple (42).jpg,negative,negative,negative,negative
KAM(389).jpg,positive,positive,positive,positive
papaya (103).jpg,neutral,neutral,neutral,neutral
apple (156).jpg,negative,negative,negative,negative
KAM (481).jpg,positive,positive,positive,positive
KAM (463).jpg,positive,positive,positive,positive
MAMN (392).jpg,neutral,neutral,neutral,neutral
peach (79).jpg,negative,negative,negative,negative
KAM(50).jpg,positive,positive,positive,positive
MAMN (1688).jpg,neutral,neutral,neutral,neutral
apple (210).jpg,positive,positive,positive,positive
KAM(990).jpg,positive,positive,positive,positive
MAMN (1430).jpg,neutral,neutral,neutral,neutral
papaya (149).jpg,negative,negative,negative,negative
KAM(841).jpg,positive,positive,positive,positive
KAM(532).jpg,positive,positive,positive,positive
MAMN (1578).jpg,neutral,neutral,neutral,neutral
osage (243).jpg,negative,negative,negative,negative
MAMN (980).jpg,neutral,neutral,neutral,neutral
peach (198).jpg,negative,negative,negative,negative
KAM(943).jpg,positive,positive,positive,positive
KAM(160).jpg,positive,positive,positive,positive
MAMN (1335).jpg,neutral,neutral,neutral,neutral
avocados (236).jpg,positive,positive,positive,positive
KAM(875).jpg,positive,positive,positive,positive
MAMN (861).jpg,neutral,neutral,neutral,neutral
osage (80).jpg,positive,positive,positive,positive
MAMN (1012).jpg,neutral,neutral,neutral,neutral
avocados (400).jpg,negative,negative,negative,negative
MAMN (18).png,neutral,neutral,neutral,neutral
MAMN (1275).jpg,neutral,neutral,neutral,neutral
KAM (721).jpg,positive,positive,positive,positive
KAM (258).jpg,positive,positive,positive,positive
peach (152).jpg,neutral,neutral,neutral,neutral
avocados (391).jpg,negative,negative,negative,negative
KAM(7).png,negative,negative,negative,negative
MAMN (1580).jpg,neutral,neutral,neutral,neutral
yellow (216).jpg,negative,negative,negative,negative
KAM(512).jpg,positive,positive,positive,positive
KAM(746).jpg,negative,negative,negative,negative
yellow (114).jpg,negative,negative,negative,negative
KAM(1253).jpg,positive,positive,positive,positive
avocados (159).jpg,negative,negative,negative,negative
KAM(146).png,positive,positive,positive,positive
meme118.jpeg,negative,negative,negative,negative
MAMN (300).jpg,neutral,neutral,neutral,neutral
grape (189).jpg,negative,negative,negative,negative
avocados (209).jpg,neutral,neutral,neutral,neutral
KAM(602).jpg,positive,positive,positive,positive
avocados (749).jpg,negative,negative,negative,negative
osage (350).jpg,negative,negative,negative,negative
grape (110).jpg,positive,positive,positive,positive
KAM(1180).jpg,positive,positive,positive,positive
MAMN (1758).jpg,neutral,neutral,neutral,neutral
MAMN (1817).jpg,neutral,neutral,positive,neutral
MAMN (684).jpg,neutral,neutral,neutral,neutral
KAM(402).jpg,positive,positive,positive,positive
KAM(5).jpg,negative,negative,negative,negative
MAMN (1416).jpg,neutral,neutral,neutral,neutral
KAM (251).jpg,positive,positive,positive,positive
KAM(749).jpg,positive,positive,positive,positive
MAMN (1733).jpg,neutral,neutral,neutral,neutral
MAMN (334).jpg,neutral,negative,positive,neutral
MAMN (1987).jpg,neutral,neutral,neutral,neutral
MAMN (2059).jpg,neutral,positive,neutral,neutral
KAM(610).jpg,negative,negative,negative,negative
yellow (181).jpg,negative,negative,neutral,negative
KAM (163).jpg,negative,negative,negative,negative
KAM (36).jpg,positive,positive,positive,positive
MAMN (1411).jpg,neutral,neutral,neutral,neutral
avocados (57).jpg,negative,negative,negative,negative
avocados (217).jpg,positive,negative,negative,negative
avocados (264).jpg,negative,negative,neutral,negative
yellow (30).jpg,negative,negative,negative,negative
peach (60).jpg,positive,positive,positive,positive
peach (186).jpg,positive,positive,positive,positive
MAMN (2095).jpg,neutral,neutral,neutral,neutral
avocados (514).jpg,negative,negative,negative,negative
avocados (265).jpg,negative,negative,negative,negative
yellow (385).jpg,negative,negative,negative,negative
KAM(515).jpg,positive,positive,positive,positive
MAMN (1449).jpg,neutral,neutral,neutral,neutral
KAM (107).png,positive,positive,positive,positive
MAMN (1689).jpg,neutral,neutral,neutral,neutral
grape (153).jpg,neutral,neutral,neutral,neutral
violance (1).jpg,negative,negative,negative,negative
MAMN (2104).jpg,neutral,neutral,neutral,neutral
KAM(234).jpg,positive,positive,positive,positive
KAM (203).png,negative,negative,negative,negative
MAMN (936).jpg,neutral,neutral,neutral,neutral
papaya (119).jpg,positive,positive,positive,positive
MAMN (1034).jpg,neutral,neutral,neutral,neutral
osage (354).jpg,negative,negative,negative,negative
dirty (118).jpg,negative,negative,negative,negative
KAM(331).jpg,positive,positive,positive,positive
KAM(1306).jpg,positive,neutral,positive,positive
KAM(649).jpg,positive,positive,positive,positive
MAMN (1090).jpg,neutral,neutral,neutral,neutral
osage (251).jpg,negative,negative,negative,negative
KAM(1199).jpg,positive,positive,positive,positive
KAM(1270).jpg,negative,negative,negative,negative
MAMN (1559).jpg,neutral,neutral,neutral,neutral
avocados (78).jpg,negative,negative,negative,negative
